,web-scraper-order,web-scraper-start-url,question,question-href
13,1661270359-936,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能对未来就业的影响？,https://www.zhihu.com/question/264647769/answer/1224253034
14,1661270359-986,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,假如人真的创造出来人工智能，它会是绝对理性的吗？,https://www.zhihu.com/question/443251540/answer/2001425741
15,1661270359-949,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会取代教师行业吗？,https://www.zhihu.com/question/55715294/answer/675621864
16,1661270359-961,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,要实现人类与人工智能和谐共处的美好未来，我们能做些什么？,https://www.zhihu.com/question/403242453/answer/1340062256
17,1661270359-982,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能未来十年的发展空间？,https://www.zhihu.com/question/57935491/answer/235480870
18,1661270359-957,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人们怕人工智能获得意识到底是怕哪个方面？,https://www.zhihu.com/question/404848514/answer/1388129216
19,1661270359-933,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会给人类带来灾难，你怎么看？,https://www.zhihu.com/question/267570885/answer/692438786
20,1661270359-970,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,怎么看待人工智能与人类的关系？,https://www.zhihu.com/question/302824343/answer/545491994
21,1661270359-929,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能如果真要毁灭人类会怎么做呢？,https://www.zhihu.com/question/41238391/answer/2636578059
22,1661270359-959,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,有哪些人工智能上的事实，没有一定人工智能知识的人不会相信？,https://www.zhihu.com/question/290014218/answer/540343226
23,1661270359-953,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能技术对婚恋的影响？,https://www.zhihu.com/question/518493026/answer/2363949672
24,1661270359-922,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,AI 真的很危险吗？,https://www.zhihu.com/question/39877900/answer/83553159
25,1661270359-916,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果人工智能和机械化普及了，人类工人被取代，平民失去工作，没有收入，不能消费，资本家该怎么进行剥削?,https://www.zhihu.com/question/406476051/answer/1485125971
26,1661270359-954,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果人工智能真的成为现实，那AI会不会出现情绪崩溃的情况，为什么？,https://www.zhihu.com/question/30268669/answer/49648419
27,1661270359-948,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的发展对人类的发展的危害？,https://www.zhihu.com/question/263896656/answer/275829386
28,1661270359-980,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,强化学习（RL）是否是人工智能的关键之处，能够给人工智能带来质变？,https://www.zhihu.com/question/40554481/answer/389939516
29,1661270359-976,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,当人工智能复杂到超出任何人类的理解能力时应该如何管理？,https://www.zhihu.com/question/450128266/answer/1796315428
30,1661270359-985,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,穆斯克说人工智能的发展使得最多十年内，机器人会屠杀人类，真的么？,https://www.zhihu.com/question/26677676/answer/139000716
31,1661270359-1006,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何评价百度和搜狗的人工智能战略？,https://www.zhihu.com/question/56157569/answer/149629844
32,1661270359-928,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能存在那些弊端？,https://www.zhihu.com/question/407766369/answer/1353838396
33,1661270359-958,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能能否替代人类？,https://www.zhihu.com/question/383837344/answer/2306163774
34,1661270359-956,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,我们到底该不该继续发展人工智能？,https://www.zhihu.com/question/439861516/answer/1707707021
35,1661270359-993,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能达到了什么程度？,https://www.zhihu.com/question/46563853/answer/1263764079
36,1661270359-992,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,三本本科生能搞人工智能吗？,https://www.zhihu.com/question/275178587/answer/394526697
37,1661270359-979,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果我能让一个机器人拥有自我意识、具备行动能力，我会面临哪些后果？,https://www.zhihu.com/question/439732620/answer/1685195319
38,1661270359-963,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,有没有可能机器人/人工智能根本懒得伤害人类？,https://www.zhihu.com/question/529865238/answer/2458078843
39,1661270359-987,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,Python和人工智能有什么关系？,https://www.zhihu.com/question/327274664/answer/702687198
40,1661270359-995,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能在麻将领域能够战胜人类吗？,https://www.zhihu.com/question/40171482/answer/537414607
41,1661270359-926,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的发展带来哪些利与弊？,https://www.zhihu.com/question/460306140/answer/1902410553
42,1661270359-917,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,有了人工智能会不会使我们人类变的越来越懒惰？,https://www.zhihu.com/question/41597294/answer/903139702
43,1661270359-969,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能的风险和利益？你是否支持人工智能的发展？,https://www.zhihu.com/question/367052997/answer/1218473903
44,1661270359-998,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待媒体报道称「Facebook将关闭人工智能系统：因AI已经发明语言」？,https://www.zhihu.com/question/63243485/answer/207573549
45,1661270359-911,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能（AI）真的会带来大规模失业吗？,https://www.zhihu.com/question/363804778/answer/2237883743
46,1661270359-912,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会给人类带来哪些危害？,https://www.zhihu.com/question/318040152/answer/636379320
47,1661270359-965,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能是否有情感？,https://www.zhihu.com/question/22613832/answer/356457956
48,1661270359-921,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,未来人工智能是否会让大部分人失业，从而引发严重的社会危机？,https://www.zhihu.com/question/316424064/answer/1755585490
49,1661270359-1001,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果真的出现了不可控制的AI，该怎样处理？全球停电能杀死他们吗 ？,https://www.zhihu.com/question/32181054/answer/198408386
50,1661270359-955,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,"如果AI足够发达,我是否能够消失？",https://www.zhihu.com/question/548312965/answer/2639805153
51,1661270359-946,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能 AI 将怎样影响人类未来吗？,https://www.zhihu.com/question/61501716/answer/412639673
52,1661270359-950,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能是不是走错了方向？,https://www.zhihu.com/question/445383290/answer/2514621285
53,1661270359-1010,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,能否用人工智能进行文学、艺术创作？,https://www.zhihu.com/question/68571042/answer/428843393
54,1661270359-990,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能时代的伦理道德面临哪些挑战？,https://www.zhihu.com/question/404193537/answer/1941456193
55,1661270359-918,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的弊端,https://zhuanlan.zhihu.com/p/417323861
56,1661270359-920,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,怎么评价人工智能带来的利与弊？,https://www.zhihu.com/question/460304910/answer/1896529917
57,1661270359-960,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,今天看到“人工智能没有欲望，只有人工智能管理人类社会才能实现大同社会”这句话，想听听大家怎么说？,https://www.zhihu.com/question/453196281/answer/1873782390
58,1661270359-931,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的危害？,https://www.zhihu.com/question/42100868/answer/98951846
59,1661270359-964,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,我们处于人工智能的时代，还是人工智障的时代？,https://www.zhihu.com/question/350486502/answer/1373939225
60,1661270359-927,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,请问大家什么是人工智能人工智能的弊端是什么？,https://www.zhihu.com/question/544789954/answer/2588606291
61,1661270359-1009,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待《全球最大基金用人工智能炒股试验，回报率超500%》这个新闻？,https://www.zhihu.com/question/63282029/answer/207874485
62,1661270359-962,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能独角兽企业地平线大规模裁员？,https://www.zhihu.com/question/362914224/answer/974147960
63,1661270359-934,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能对生活的影响？,https://www.zhihu.com/question/278941724/answer/1076150045
64,1661270359-1002,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果给p社游戏加上一个强如阿尔法狗的人工智能会发生什么?_?,https://www.zhihu.com/question/271462370/answer/2483680760
65,1661270359-999,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,是否有用人工智能来统一中西医，让中西医互相认证、互体互用的可能性?,https://www.zhihu.com/question/456328535/answer/1853259759
66,1661270359-1004,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何认识和看待人工智能？人工智能的巅峰是什么？,https://www.zhihu.com/question/20467676/answer/52656846
67,1661270359-984,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,当机器人有了人类的感情和智能，杀掉机器人算“杀人”吗？,https://www.zhihu.com/question/404304628/answer/1365316050
68,1661270359-974,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,为什么人工智能在围棋上几乎击败全人类，仍然不能完全解决交易问题？,https://www.zhihu.com/question/39991737/answer/450276995
69,1661270359-1000,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待上海交大研发人工智能：通过脸部识别技术辨别罪犯？,https://www.zhihu.com/question/53075692/answer/133609307
70,1661270359-977,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,要让人工智能成为「新电力」，需要打破哪些桎梏？,https://www.zhihu.com/question/538544988/answer/2537571846
71,1661270359-923,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能就业前景越来越严峻了，你还在坚持吗？,https://www.zhihu.com/question/352212884/answer/926913217
72,1661270359-978,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会有自我意识吗？,https://www.zhihu.com/question/22466305/answer/1271191884
73,1661270359-938,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能领域的很多专家认为「人工智能将对人类存亡造成威胁」的观点？,https://www.zhihu.com/question/36488707/answer/82743841
74,1661270359-924,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会给人类带来哪些危险？,https://www.zhihu.com/question/424628042/answer/1513237592
75,1661270359-972,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会对人类产生风险吗？,https://www.zhihu.com/question/411334369/answer/1376408232
76,1661270359-968,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,在减少社会偏见方面，你认为人工智能比人类更具有优势么？,https://www.zhihu.com/question/59957616/answer/181486818
77,1661270359-991,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如果有一天，医院里所有的医护人员都改由人工智能机器人来担任了，会发生什么事？,https://www.zhihu.com/question/376743478/answer/1062061183
78,1661270359-988,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的出现会使软件测试岗位的需求会减少吗？,https://www.zhihu.com/question/319167174/answer/833338419
79,1661270359-947,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能的发展对人类的影响？,https://www.zhihu.com/question/53967251/answer/139196529
80,1661270359-975,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,AI 是不是已经毁了围棋这一古老的游戏？,https://www.zhihu.com/question/266132270/answer/1914206655
81,1661270359-935,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工人工智能的发展会对社会产生什么影响？,https://www.zhihu.com/question/483635246/answer/2100256455
82,1661270359-932,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,5G 和 人工智能 爆发，会导致失业潮吗？,https://www.zhihu.com/question/337306765/answer/1391127870
83,1661270359-989,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,请问怎么看待大学开设“法学（人工智能方向）”这个专业的？,https://www.zhihu.com/question/326964929/answer/2251570010
84,1661270359-940,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能对人类的影响到底是怎么样的？,https://www.zhihu.com/question/408142598/answer/1352287536
85,1661270359-1007,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能算法是什么，能简述一下吗？,https://www.zhihu.com/question/429749137/answer/2043473947
86,1661270359-930,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能在未来会不会给人类带来灭顶之灾？,https://www.zhihu.com/question/316001397/answer/623200936
87,1661270359-945,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,为何人类天真地认为人工智能永远服务于人类、不相信AI叛变？,https://www.zhihu.com/question/486093918/answer/2124740119
88,1661270359-944,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待人工智能对今后社会发展的影响？,https://www.zhihu.com/question/440011899/answer/1691748580
89,1661270359-941,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,如何看待最近呼声越来越高的“人工智能引起失业”？,https://www.zhihu.com/question/271488683/answer/414100138
90,1661270359-1005,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能可以作曲吗？,https://www.zhihu.com/question/22213757/answer/20689215
91,1661270359-925,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能对未来的影响？,https://www.zhihu.com/question/271286515/answer/361432825
92,1661270359-983,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会统治人类吗？,https://www.zhihu.com/question/23533234/answer/204805709
93,1661270359-971,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能研究是否应当像基因技术研究一样，设立严格的研究伦理禁区，以免创造出拥有类人情感的强人工智能？,https://www.zhihu.com/question/347203943/answer/831574648
94,1661270359-951,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,设想有一天，人工智能足够智能，机器人能胜任大部分工作，人类不再有大的生存压力，人类社会会变好吗？,https://www.zhihu.com/question/404246289/answer/1346803885
95,1661270359-967,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能为什么能拯救人性？,https://www.zhihu.com/question/311147330/answer/1576745897
96,1661270359-994,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,未来人工智能可能占社会主导，那个时候，还会需要软件测试人员吗？,https://www.zhihu.com/question/332644992/answer/950725114
97,1661270359-1003,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能在军事上有哪些应用？,https://www.zhihu.com/question/49146590/answer/1631185804
98,1661270359-981,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,基因改写与人工智能，对于人类种群发展，哪一个风险更大呢？,https://www.zhihu.com/question/303827498/answer/542393820
99,1661270359-937,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%90%8E%E6%9E%9C,人工智能会对未来社会带来什么？,https://www.zhihu.com/question/417134433/answer/1430607752
100,1661270176-844,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,计算机或者说人工智能有没有可能学会欺骗?,https://www.zhihu.com/question/425499286/answer/1909629090
101,1661270176-736,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,如何看待脉脉数据显示「人工智能人才无35岁危机，算法岗应届生月薪3万起」？人工智能发展前景如何？,https://www.zhihu.com/question/548945318/answer/2633715325
102,1661270176-905,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,人工智能将彻底改变营销行业的4种方式,https://zhuanlan.zhihu.com/p/555106964
103,1661270176-827,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,人工智能会不会取代人类？,https://www.zhihu.com/question/267940867/answer/2492162206
104,1661270176-900,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,人工智能对财务管理的影响,https://zhuanlan.zhihu.com/p/71243633
105,1661270176-848,https://www.zhihu.com/search?type=content&q=%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%20%E5%8D%B1%E6%9C%BA,人工智能是否会替代人类？,https://zhuanlan.zhihu.com/p/38374145
